Heurística,VA_Temp,VO_Temp,VA_Hum,VO_Hum,VA_Noise,VO_Noise,VA_Light,VO_Luz,Satisfacción
Recocido Simulado,19,19.328419355907712,49,49.66998176452702,46,53.3008102154871,5380,498.5003818211312,0.6761725000000001
Recocido Simulado,19,19.137881013348565,88,51.80911460397644,20,25.951064376908903,6362,499.5189955309116,0.6725393749999999
Recocido Simulado,21,21.16494741694177,59,59.41330562853736,58,19.8377466731592,1953,484.8213364499577,0.5732031249999999
Recocido Simulado,35,23.21990017430532,88,55.07256519533155,19,21.30470573815895,5633,498.9477141317433,0.57903125
Recocido Simulado,25,25.270204184689646,78,53.41748132276288,21,23.01545410416119,5309,491.149511099434,0.57538625
Recocido Simulado,23,23.183941605960754,98,46.1095311426205,56,28.05227938236953,2743,490.4633344395448,0.544019375
Recocido Simulado,24,24.172615532534014,81,55.06050355196576,11,12.276850183749309,785,497.1126561150893,0.61165125
Recocido Simulado,21,21.06402514772284,58,58.19004131804666,14,22.32220826156595,1914,456.438587658008,0.65456625
Recocido Simulado,27,18.37696821772826,73,54.62190722208575,55,49.88319353781828,2143,499.123215742302,0.5067950000000001
Recocido Simulado,21,22.028958875754185,41,44.60242306281837,1,3.012490398943215,9013,480.2499896514441,0.7729725000000001
Recocido Simulado,21,21.03999941009194,51,50.85090214281814,56,52.31265224467591,5470,486.28310218259054,0.617645
Recocido Simulado,18,18.447154823351195,41,42.76914152495466,9,9.681119364948138,9514,490.3752529397616,0.80176125
