VA_Set,Heurística,Ejecución,VA_Temp,VO_Temp,VA_Hum,VO_Hum,VA_Noise,VO_Noise,VA_Light,VO_Luz,Satisfacción,Satisfacción_S,Satisfacción_E
1,Busqueda Local,7,23,18.00922552870221,81,42.12525021094469,61,36.294017577480574,4018,202.11471032887792,0.37594249999999996,0.37445,0.42779
1,Busqueda Local,8,23,18.04793567911878,81,44.90288379306809,61,47.2790612811647,4018,200.6709840129902,0.37554374999999995,0.45431,0.29678
1,Busqueda Local,9,23,18.010964196313928,81,44.051653572032336,61,7.671738936163579,4018,202.17618908990036,0.37595375,0.63127,0.12063750000000001
1,Busqueda Local,10,23,18.050830637049685,81,49.25647608800708,61,18.97085634439533,4018,201.33763302394559,0.37580874999999997,0.44184,0.3097875
1,Busqueda Local,11,23,18.006224234970077,81,46.11243265956208,61,37.91642997523893,4018,200.9950263121938,0.37542999999999993,0.385,0.4095975
1,Busqueda Local,12,23,18.047538002343945,81,52.69729739266455,61,17.710994060593436,4018,202.41777044730662,0.37623999999999996,0.63448,0.1180075
1,Busqueda Local,13,23,18.03673423356421,81,45.9332006727971,61,38.76600169047167,4018,200.2105554741498,0.375285,0.55408,0.1964975
1,Busqueda Local,14,23,18.084221839277916,81,41.406016340746454,61,51.07806009251435,4018,200.29524671979655,0.37553499999999995,0.65826,0.23390999999999998
1,Busqueda Local,15,23,18.010708401258317,81,45.816498977430335,61,13.12934250313496,4018,200.71489014233896,0.3753525,0.50703,0.28228000000000003
1,Busqueda Local,16,23,18.002377386192173,81,47.43809673728665,61,32.70125835792618,4018,200.27199903666536,0.37510999999999994,0.36729,0.3829325
1,Busqueda Local,17,23,18.01733095461749,81,52.0228808412084,61,12.30843721234268,4018,201.19268454465487,0.37558624999999995,0.5194,0.2317725
1,Busqueda Local,18,23,18.00406193634511,81,47.810810159736825,61,44.372681399417516,4018,202.3259017147805,0.375965,0.46151000000000003,0.290425
1,Busqueda Local,19,23,18.00715852584193,81,50.46606179857022,61,12.265201627674271,4018,200.56814784027569,0.37528374999999997,0.45102,0.33865
1,Busqueda Local,20,23,25.991772817144565,81,45.526006156601525,61,58.56841177190334,4018,201.61001072365394,0.37577499999999997,0.08206,0.6695
1,Busqueda Local,21,23,18.00842118384083,81,58.62285412584099,61,29.360480248594303,4018,200.20510143845266,0.37514,0.60931,0.1409775
1,Busqueda Local,22,23,18.058822518852576,81,46.136428667052684,61,29.019706826725724,4018,201.3086663355594,0.37584999999999996,0.67603,0.20006999999999997
1,Busqueda Local,23,23,18.006223152901683,81,41.558825320397936,61,41.18760281283259,4018,200.23601650684947,0.37512999999999996,0.6298,0.19135999999999997
1,Busqueda Local,24,23,25.999803097901182,81,44.43165868691919,61,7.32365669308455,4018,202.66589079252384,0.3761,0.54879,0.33591
1,Busqueda Local,25,23,18.028649905230456,81,52.623661120984906,61,35.946072642868174,4018,200.08490518301343,0.37519125,0.44621,0.30418
1,Busqueda Local,26,23,18.092076339366322,81,42.30284362891175,61,45.23906362765203,4018,200.76490024681146,0.37577374999999996,0.34493,0.46728000000000003
1,Busqueda Local,27,23,18.010666545332853,81,54.79241101312927,61,0.9061301857023052,4018,200.4334423531854,0.3752525,0.50537,0.24514
1,Busqueda Local,28,23,25.994478541621046,81,42.118802523938335,61,58.05010259025858,4018,200.39210304040472,0.37522999999999995,0.28731,0.5183599999999999
1,Busqueda Local,29,23,18.079516428652273,81,48.42601982754875,61,28.045243684052174,4018,201.22172931326912,0.37591125,0.37656,0.4251775
1,Busqueda Local,30,23,18.015354393692704,81,43.73961882451108,61,2.072460623880996,4018,202.40397674324316,0.37607499999999994,0.53415,0.30538
2,Busqueda Local,1,19,25.983021852278775,87,42.94205760309107,22,59.962443173807344,8705,201.2081477108276,0.37584249999999997,0.21800999999999998,0.536775
2,Busqueda Local,2,19,25.99674587562138,87,43.18442405158219,22,59.937276919860615,8705,200.39549583911443,0.3753275,0.43525,0.539805
2,Busqueda Local,3,19,25.99529042130951,87,58.16929383825231,22,59.93844789524278,8705,200.12020541205544,0.3752525,0.03598,0.727115
2,Busqueda Local,4,19,25.992152579995228,87,49.88520466099745,22,0.02469423634013257,8705,203.21944157729948,0.37655625,0.31595,0.4371675
2,Busqueda Local,5,19,25.98277455821594,87,50.07242118722658,22,59.94665339008916,8705,200.40368595863052,0.37552749999999996,0.12975,0.6259049999999999
2,Busqueda Local,6,19,25.988187815499053,87,40.06687894968353,22,59.9717936505772,8705,200.0843778614646,0.3752925,0.31507,0.5008349999999999
2,Busqueda Local,7,19,25.99477721212076,87,49.84686112933406,22,59.97074356905697,8705,200.90833784536363,0.37553749999999997,0.14739,0.623085
2,Busqueda Local,8,19,25.934044556270443,87,41.163677827566254,22,0.01222054533473349,8705,200.14109871120897,0.37611874999999995,0.61486,0.26467749999999995
2,Busqueda Local,9,19,25.96528957391086,87,54.79321928565621,22,59.923175992070526,8705,200.4697250469153,0.3758975,0.08038,0.6849149999999999
2,Busqueda Local,10,19,25.973626964006918,87,55.68284389885133,22,59.885658658368186,8705,200.1425356516222,0.37569749999999996,0.08964,0.6617625
2,Busqueda Local,11,19,18.011358287644704,87,40.75087141902323,22,59.996980371772985,8705,200.01483649114442,0.37553749999999997,0.69536,0.1279225
2,Busqueda Local,12,19,25.971614892867322,87,55.89407476020656,22,59.99748893228461,8705,200.35653564490647,0.3755975,0.24708000000000002,0.6986749999999999
2,Busqueda Local,13,19,25.99067523544747,87,45.58685615564655,22,0.04177955824173463,8705,200.10306576042123,0.375335,0.34185,0.4088275
2,Busqueda Local,14,19,25.99550513386162,87,45.58763605476821,22,0.07344925827610593,8705,200.72032749743693,0.37561125,0.42637,0.331625
2,Busqueda Local,15,19,25.98040113057621,87,40.3228710931896,22,0.2513424045521373,8705,200.29369058072552,0.37624375,0.38884,0.363655
2,Busqueda Local,16,19,25.939192038491484,87,44.71645778199956,22,0.02968277937815289,8705,200.17954436336524,0.37609875,0.27493,0.477275
